id,is_active,name,established,insured,last_updated,address,city,state,asset,deposits,ots_region,offices,offices_domestic,officies_foreign,fed_district
6688,1,Farmers State Bank & Trust Co.,1914-06-01,1934-01-01,2010-04-06,129 West Main,Mount Sterling,Illinois,83190,75369,Central,4,4,0,Chicago
6689,0,"AMCORE Bank, Princeton",1902-05-01,1934-01-01,1996-08-23,815 South Main Street,Princeton,Illinois,170258,122771,Central,6,,,Chicago
6690,1,Town and Country Bank Midwest,1910-01-01,1934-01-01,2013-06-25,524 North 30th Street,Quincy,Illinois,149439,131755,Central,5,5,0,Kansas City
6691,0,State Financial Bank,1921-01-01,1934-01-01,2000-12-08,10910 Main Street,Richmond,Illinois,69017,56007,Central,2,,,Chicago
6692,1,Middletown State Bank,1917-06-05,1934-01-01,2006-11-03,6th And Madison Streets,Middletown,Illinois,28653,25389,Central,3,3,0,Chicago
6693,1,Federated Bank,1918-01-01,1934-01-01,2006-11-03,107 North Chestnut,Onarga,Illinois,83854,74666,Central,4,4,0,Chicago
6694,0,Heritage Bank of Bureau County,1904-12-05,1934-01-01,1997-07-02,219 West Fourth Street,Depue,Illinois,8706,7846,Central,2,,,Chicago
6695,1,The Gifford State Bank,1885-01-01,1934-01-01,2013-07-12,304 South Main Street,Gifford,Illinois,139290,126503,Central,3,3,0,Chicago
6696,0,Golden State Bank,1910-05-10,1934-01-01,2006-10-25,Main Street,Golden,Illinois,23045,20362,Central,1,,,Chicago
6697,1,Farmers & Merchants Bank of Hutsonville,1920-12-20,1934-01-01,2013-09-18,108 S Main St,Hutsonville,Illinois,42533,35171,Central,1,1,0,Chicago
6698,1,Camp Grove State Bank,1902-01-01,1934-01-01,2014-01-17,26 Main Street,Camp Grove,Illinois,19545,16508,Central,1,1,0,Chicago
6699,0,Farmers State Bank of Carlock,1903-01-01,1934-01-01,1999-05-05,Main Street,Carlock,Illinois,,,Central,1,,,Chicago
6700,1,Ipava State Bank,1902-09-11,1934-01-01,2012-05-03,70 East Main Street,Ipava,Illinois,101006,89439,Central,5,5,0,Chicago
6701,1,Citizens State Bank,1880-01-01,1934-01-01,2009-10-02,102 West Main Street,Lena,Illinois,232921,199245,Central,3,3,0,Chicago
6702,0,Bartonville Bank,1930-11-01,1934-01-01,2004-10-18,5600 South Adams Street,Bartonville,Illinois,79166,71679,Central,2,,,Chicago
6703,0,Corn Belt Bank,1891-01-01,1934-01-01,1995-10-06,209 North East Street,Bloomington,Illinois,113653,104850,Central,1,,,Chicago
6704,0,The Bank of Mitchell,1882-09-09,1934-01-01,2000-07-20,1494 West Main Street,Mitchell,Indiana,62790,50942,Central,4,,,Chicago
6705,0,Union Bank and Trust Company,1932-01-01,1934-01-01,2001-12-12,5th Street,North Vernon,Indiana,132438,106355,Central,5,,,Chicago
6706,0,Peoples State Bank of Clay County,1934-03-09,1934-03-09,1999-05-05,Main Street,Poland,Indiana,17724,17106,Central,2,,,Chicago
6707,0,The Etna Bank,1900-10-16,1934-01-01,1999-05-05,Main Street,Etna Green,Indiana,24220,22311,Central,2,,,Chicago
6708,0,Farmers State Bank,1920-01-01,1934-01-01,2009-05-20,Main Street,New Ross,Indiana,68376,56885,Central,4,,,Chicago
6709,1,The Scott County State Bank,1890-01-01,1934-01-01,2006-11-03,125 West Mcclain Avenue,Scottsburg,Indiana,135048,116261,Central,4,4,0,Chicago
6710,1,Elgin State Bank,1930-10-25,1934-01-01,2006-11-03,241 Center,Elgin,Iowa,24114,23078,Western,2,2,0,Kansas City
6711,0,State Bank of Fayette,1901-04-01,1934-01-01,1994-11-17,200 Main Street,Fayette,Iowa,13285,12233,Western,1,,,Kansas City
6712,0,Freedom Security Bank,1899-01-01,1934-01-01,2013-10-02,140 Holiday Road,Coralville,Iowa,72811,63195,Western,2,,,Kansas City
6713,1,Farmers and Merchants Savings Bank,1901-09-25,1934-01-01,2013-05-14,2235 Mormon Trek Boulevard,Iowa City,Iowa,107944,90241,Western,3,3,0,Kansas City
6714,1,Mount Vernon Bank and Trust Company,1884-01-01,1934-01-01,2006-11-03,206 First Street West,Mount Vernon,Iowa,100724,85784,Western,2,2,0,Kansas City
6715,0,"Norwest Bank Ottumwa, National Association",1863-10-19,1934-01-01,1990-10-04,231 West Second Street,Ottumwa,Iowa,63843,56873,Western,1,,,Kansas City
6716,0,State Bank of Allison,1881-01-01,1934-01-01,1995-09-27,400-404 Main Street,Allison,Iowa,17353,16993,Western,1,,,Kansas City
6717,1,Iowa State Bank,1926-03-29,1934-01-01,2007-06-26,500 Audubon Street,Sac City,Iowa,111448,99779,Western,3,3,0,Kansas City
6718,0,First National Bank of Eldora,1871-01-01,1934-01-01,1997-09-11,Washington Street And 14th Avenue,Eldora,Iowa,7615,7081,Western,3,,,Kansas City
6719,0,Taintor Savings Bank,1909-01-01,1934-01-01,1995-02-22,102 South Main Street,New Sharon,Iowa,20654,18421,Western,1,,,Kansas City
6720,1,Farmers Savings Bank,1908-10-09,1934-01-01,2006-11-03,3542 168th Street,Wever,Iowa,107276,92160,Western,3,3,0,Kansas City
6721,0,The Bank of Bronson,1885-01-01,1934-01-01,1995-09-28,Highway 54,Bronson,Kansas,9604,9294,Western,1,,,Kansas City
6722,1,BANKWEST OF KANSAS,1929-01-01,1934-01-01,2006-11-03,922 Main Street,Goodland,Kansas,92693,78900,Western,3,3,0,Kansas City
6723,1,The First State Bank,1916-01-01,1934-01-01,2006-11-03,206 N. Pennsylvania Ave.,Ness City,Kansas,72827,63744,Western,1,1,0,Kansas City
6724,1,The Kansas State Bank,1917-11-20,1934-01-01,2012-05-15,236 North Main Street,Ottawa,Kansas,113656,100101,Western,3,3,0,Kansas City
6725,0,Thunder Bank,1903-01-28,1934-01-01,2010-07-27,102 North Main Street,Sylvan Grove,Kansas,28248,27048,Western,2,,,Kansas City
6726,0,"Farmers State Bank of Dexter, Kansas",1908-07-08,1934-01-01,1999-05-05,Main Street,Dexter,Kansas,4267,4166,Western,1,,,Kansas City
6727,1,The State Bank of Kansas,1885-01-01,1934-01-01,2006-11-03,501 Madison Street,Fredonia,Kansas,65206,55657,Western,1,1,0,Kansas City
6728,0,Madison Bank,1885-01-01,1934-01-01,1995-09-28,North 3rd And West Main Street,Madison,Kansas,8392,7739,Western,1,,,Kansas City
6729,0,The Turner State Bank,1912-01-01,1934-01-01,1990-10-04,5429 Turner Road,Kansas City,Kansas,19323,16964,Western,2,,,Kansas City
6730,0,Deposit Bank & Trust Co.,1890-01-01,1934-01-01,2008-01-08,Main Street,Greensburg,Kentucky,105423,82660,Southeast,4,,,Chicago
6731,0,"PNC Bank, Kentucky, Inc.",1858-01-01,1934-01-01,1998-01-08,500 West Jefferson Street,Louisville,Kentucky,4877290,3386186,Southeast,59,,,New York
6732,1,"Farmers Deposit Bank of Middleburg, Inc.",1904-01-01,1934-01-01,2012-04-16,2959 Shorttown Road,Middleburg,Kentucky,47961,38554,Southeast,2,2,0,Chicago
6733,0,"Kentucky State Bank of Scottsville, Kentucky",1923-01-01,1934-01-01,1993-01-29,East Main Street,Scottsville,Kentucky,40437,36127,Southeast,3,,,Chicago
6734,0,Community First Bank,1907-01-01,1934-01-01,1997-08-26,1201 U.S. 68,Maysville,Kentucky,45884,38994,Southeast,3,,,Dallas
6735,1,The Citizens Bank,1928-09-28,1934-01-01,2006-12-20,114 West Main Street,Morehead,Kentucky,118574,97323,Southeast,5,5,0,Chicago
6736,0,"Star Bank, Northern Kentucky",1903-06-07,1934-01-01,1991-01-09,14973 Walton-Verona Road,Verona,Kentucky,31837,29809,Southeast,2,,,Chicago
6737,0,Community First Bank of Kentucky,1922-01-01,1934-01-01,1999-07-08,301 East Main Street,Warsaw,Kentucky,81270,68588,Southeast,3,,,Chicago
6738,1,Bank of Commerce & Trust Co.,1926-01-01,1934-01-01,2012-12-19,326 North Avenue G,Crowley,Louisiana,365835,322023,Western,5,5,0,Dallas
6739,0,Dubach State Bank,1906-01-01,1934-01-01,1990-10-04,Hico Street,Dubach,Louisiana,27337,24026,Western,1,,,Dallas
6740,0,The St. Mary Bank and Trust Company,1906-08-30,1934-01-01,1999-08-11,1504 Hospital Avenue,Franklin,Louisiana,98811,83258,Western,5,,,Atlanta
6741,1,The Vernon Bank,1933-09-05,1934-01-01,2006-11-03,Mechanic Street And Highway 171 North,Leesville,Louisiana,74144,67316,Western,2,2,0,Dallas
6742,0,Central Bank,1905-12-19,1934-01-01,1999-02-01,300 Desiard Street,Monroe,Louisiana,782449,398526,Western,12,,,Chicago
6743,1,"Exchange Bank and Trust Company, Natchitoches, Louisiana",1892-09-28,1934-01-01,2008-01-25,700 Front Street,Natchitoches,Louisiana,110248,89058,Western,2,2,0,Dallas
6744,1,Citizens Progressive Bank,1918-01-01,1934-01-01,2013-04-23,3540 Front Street,Winnsboro,Louisiana,88233,75424,Western,3,3,0,Dallas
6745,1,Catahoula - LaSalle Bank,1907-10-05,1934-01-01,2006-11-03,301 Mound Street,Jonesville,Louisiana,120389,108555,Western,4,4,0,Dallas
6746,1,Winnsboro State Bank & Trust Company,1902-09-02,1934-01-01,2006-11-03,3875 Front Street,Winnsboro,Louisiana,134102,114974,Western,3,3,0,Dallas
6747,1,City Savings Bank & Trust Company,1928-05-28,1934-01-01,2012-04-04,301 North Pine Street,Deridder,Louisiana,276083,245207,Western,9,9,0,Dallas
6748,0,"Cape Cod Bank and Trust, National Association",1916-01-01,1934-01-01,2004-05-21,307 Main Street,Hyannis,Massachusetts,1282972,957588,Northeast,36,,,New York
6749,0,Shawmut First Bank and Trust Company,1886-06-01,1934-01-01,1992-08-20,127 State Street,Springfield,Massachusetts,528150,427273,Northeast,18,,,New York
6750,0,BayBank Valley Trust Company,1906-01-06,1934-01-01,1992-08-20,1500 Main Street,Springfield,Massachusetts,908812,764405,Northeast,18,,,New York
6751,0,Bristol County Trust Company,1812-01-01,1934-01-01,1995-09-07,43 Taunton Green,Taunton,Massachusetts,,,Northeast,5,,,New York
6752,0,"University Bank, National Association",1927-01-01,1934-01-01,1991-06-11,25 Needham Street,Newton,Massachusetts,318836,295818,Northeast,8,,,New York
6753,0,"The Peoples State Bank of Caro, Michigan",1913-01-15,1934-01-01,1990-10-04,171 North State Street,Caro,Michigan,37666,32033,Central,3,,,Chicago
6754,0,Commercial National Bank of L'Anse,1912-07-17,1934-01-01,2009-03-03,1 East Broad Street,L'anse,Michigan,65572,56710,Central,1,,,Chicago
6755,0,First of America Bank - Thumb Area,1886-07-10,1934-01-01,1990-10-04,305 East Huron Avenue,Bad Axe,Michigan,121311,110805,Central,9,,,Chicago
6756,0,The State Bank of Carson City,1887-01-01,1934-01-01,1999-05-05,Main Street,Carson City,Michigan,,,Central,1,,,Chicago
6757,0,The Farmers and Merchants State Bank of Merrill,1933-09-01,1934-01-01,1990-10-04,139 North Midland Street,Merrill,Michigan,9868,9370,Central,1,,,Chicago
6758,0,Old Kent Bank of St. Johns,1897-10-27,1934-01-01,1995-02-06,201 East Walker Street,St. Johns,Michigan,113879,96504,Central,4,,,Chicago
6759,0,North Country Bank,1903-01-01,1934-01-01,1998-03-21,Trimountain Avenue,South Range,Michigan,79267,69426,Central,6,,,Chicago
6760,0,FMB-First Michigan Bank,1878-01-01,1974-03-01,1999-12-14,101 East Main Street,Zeeland,Michigan,1378649,1128024,Central,60,,,Chicago
6761,1,First State Bank of Clearbrook,1910-01-01,1934-01-01,2006-11-03,123 Main Street South,Clearbrook,Minnesota,42600,39002,West,1,1,0,Kansas City
6762,1,Farmers State Bank of Hartland,1912-02-19,1934-01-01,2006-11-03,601 N. Broadway,Hartland,Minnesota,94735,83708,West,3,3,0,Kansas City
6763,0,Rural American Bank - Hector/Fairfax,1931-09-28,1934-01-01,2006-10-06,Main Street,Hector,Minnesota,56963,47356,West,2,,,Kansas City
6764,0,Jasper State Bank,1908-05-01,1934-01-01,2006-03-30,121 West Wall,Jasper,Minnesota,17197,13886,West,1,,,Kansas City
6765,0,First State Bank of Lakefield,1912-01-01,1934-01-01,1999-05-05,Main Street,Lakefield,Minnesota,27537,25101,West,1,,,Kansas City
6766,0,London State Bank,1908-01-01,1934-01-01,1992-01-14,Main Street,London,Minnesota,4322,3854,West,1,,,Kansas City
6767,0,"Farmers State Bank of Madelia, Incorporated",1916-07-25,1934-01-01,2013-12-23,34 Main Street,Madelia,Minnesota,61771,52769,West,2,,,Kansas City
6768,1,United Minnesota Bank,1890-05-05,1934-01-01,2006-11-03,105 Central Avenue,New London,Minnesota,27716,25387,West,1,1,0,Kansas City
6769,1,"Community Development Bank, FSB",1906-01-06,1934-01-01,2011-07-21,516 Main Street,Ogema,Minnesota,73959,63156,West,2,2,0,Kansas City
6770,0,"First Bank White Bear Lake, National Association",1903-01-01,1934-01-01,1990-10-04,4700 Clark Avenue,White Bear Lake,Minnesota,123255,110306,West,2,,,Kansas City
6771,0,American Bank Moorhead,1919-01-01,1934-01-01,1997-01-29,730 Center Avenue,Moorhead,Minnesota,145622,122329,West,4,,,Kansas City
6772,1,Farmers and Merchants State Bank of Alpha,1911-08-01,1934-01-01,2006-11-03,210 North Main Street,Alpha,Minnesota,34979,31375,West,1,1,0,Kansas City
6773,0,"First Bank Anoka, National Association",1892-01-30,1934-01-01,1993-10-20,771 East Lake Street,Wayzata,Minnesota,69484,63876,West,4,,,Kansas City
6774,0,Courtland State Bank,1905-01-01,1934-01-01,2000-11-13,329 Main Street,Courtland,Minnesota,18479,16582,West,1,,,Kansas City
6775,0,First American Bank of Crookston,1913-08-27,1934-01-01,1990-10-04,102 North Broadway,Crookston,Minnesota,43512,35701,West,1,,,Kansas City
6776,0,Hardwick State Bank,1925-10-26,1934-01-01,2007-10-11,Main Street,Hardwick,Minnesota,11472,9967,West,1,,,Kansas City
6777,1,First Southeast Bank,1893-03-15,1934-01-01,2011-09-19,3 Main Ave N,Harmony,Minnesota,89676,74233,West,3,3,0,Kansas City
6778,0,"Marquette Bank Rochester, National Association",1919-01-01,1934-01-01,1999-10-13,206 South Broadway,Rochester,Minnesota,223171,171445,West,5,,,Kansas City
6779,0,First Independent Bank of Wood Lake,1902-04-01,1934-01-01,2009-01-06,Main Street,Wood Lake,Minnesota,17237,14878,West,2,,,Kansas City
6780,0,Goodhue State Bank,1914-01-01,1934-01-01,1996-10-07,Main Street,Goodhue,Minnesota,24122,20686,West,2,,,Kansas City
6781,0,United Prairie Bank - Madison,1891-04-08,1934-01-01,2006-06-22,303 6th Avenue,Madison,Minnesota,31707,26757,West,2,,,Kansas City
6782,1,Beacon Bank,1906-01-01,1934-01-01,2006-11-03,19765 Highway 7,Shorewood,Minnesota,344364,297483,West,6,6,0,Kansas City
6783,1,"Citizens State Bank of Tyler, Incorporated",1917-05-28,1934-01-01,2006-11-03,111 North Tyler St,Tyler,Minnesota,19708,18001,West,1,1,0,Kansas City
6784,0,Peoples Bank,1889-01-01,1934-01-01,1995-10-03,200 Main Street,Starkville,Mississippi,35907,30877,West,4,,,Dallas
6785,0,Smith County Bank,1903-01-01,1934-01-01,1998-03-20,Main Street,Taylorsville,Mississippi,93872,83928,West,5,,,Dallas
6786,1,First State Bank,1916-07-01,1934-01-01,2006-08-10,College Avenue And Alderson Street,Holly Springs,Mississippi,110826,99393,West,3,3,0,Dallas
6787,0,Iuka Guaranty Bank,1912-01-01,1934-01-01,1997-04-21,127 Front Street,Iuka,Mississippi,117357,101112,West,4,,,Dallas
6788,0,Bank of Olive Branch,1917-01-01,1934-01-01,1990-10-04,State Highway 305 And Goodman Road,Olive Branch,Mississippi,11365,9888,West,1,,,Dallas
6789,0,Bank of Sardis,1876-01-01,1934-01-01,1995-09-26,20 South Main Street,Sardis,Mississippi,28723,24563,West,1,,,Dallas
6790,1,Bank of Franklin,1912-01-12,1934-01-01,2007-11-14,9 Main Street,Meadville,Mississippi,122301,110763,West,4,4,0,Dallas
6791,1,Community First Bank,1932-01-01,1934-01-01,2010-08-12,915 West Fort Scott Street,Butler,Missouri,157386,136869,West,3,3,0,Kansas City
6792,1,The Bank of Orrick,1902-07-02,1934-01-01,2010-08-12,113 E. South Front St.,Orrick,Missouri,32262,28926,West,2,2,0,Kansas City
6793,0,"Farmers State Bank, St. Joseph, Missouri",1906-08-27,1934-01-01,1990-10-04,1701 South Belt Highway,St. Joseph,Missouri,50867,49603,West,2,,,Kansas City
6794,0,Sun Security Bank of America,1905-03-29,1934-01-01,2004-01-21,Highway 21 And Highway 106,Ellington,Missouri,228385,175530,West,18,,,Kansas City
6795,0,Farmers Bank of Grant City/Sheridan,1895-09-16,1934-01-01,1990-10-30,101 West Third Street,Grant City,Missouri,9795,8652,West,2,,,Kansas City
6796,1,The Bank of Urbana,1903-01-01,1934-01-01,2006-11-03,109 N. Main St,Urbana,Missouri,166810,143167,West,4,4,0,Kansas City
6797,0,Bank of Harwood,1895-08-06,1934-01-01,1999-05-05,Main Street,Harwood,Missouri,4261,3888,West,2,,,Kansas City
6798,1,UNICO Bank,1901-01-01,1934-01-01,2010-08-16,625 Veterans Drive,Mineral Point,Missouri,249137,224763,West,10,10,0,Kansas City
6799,0,Cape County Bank,1888-01-01,1934-01-01,1990-10-30,101 West Main Street,Jackson,Missouri,114793,97216,West,3,,,Kansas City
6800,0,Bank of Keytesville,1872-01-01,1934-01-01,1995-09-20,400 West Bridge Street,Keytesville,Missouri,18966,16935,West,1,,,Kansas City
6801,1,Horizon State Bank,1886-07-16,1934-01-01,2006-11-03,814 North Walnut,Cameron,Missouri,20051,18721,West,1,1,0,Kansas City
6802,0,United Missouri Bank of Paris,1885-06-15,1934-01-01,1991-12-04,301 North Main,Paris,Missouri,31744,27319,West,1,,,Kansas City
6803,0,State Bank of Slater,1895-01-01,1934-01-01,2012-11-28,201 West Maple,Slater,Missouri,43512,37724,West,1,,,Kansas City
6804,0,First State Bank of Missouri,1928-02-29,1934-01-01,1995-10-02,100 South Hudson,Buckner,Missouri,25373,22552,West,2,,,Kansas City
6805,1,BTC Bank,1919-09-19,1934-01-01,2011-12-12,3606 Miller Street,Bethany,Missouri,353235,308081,West,7,6,0,Kansas City
6806,1,Hawthorn Bank,1911-01-01,1934-01-01,2011-03-16,132 East High Street,Jefferson City,Missouri,1129075,957666,West,24,24,0,Kansas City
6807,0,Security Bank and Trust Company,1905-06-05,1934-01-01,2012-12-05,1514 Main Street,Scott City,Missouri,79522,71622,West,5,,,Kansas City
6808,1,First Commercial Bank,1920-10-01,1934-01-01,2006-11-03,First And Main Streets,Gideon,Missouri,209786,175268,West,9,9,0,Kansas City
6809,1,State Bank of Missouri,1884-07-28,1934-01-01,2010-08-12,101 N.W. 2nd Street,Concordia,Missouri,82029,73945,West,4,4,0,Kansas City
6810,0,Linn County State Bank,1896-01-01,1934-01-01,1995-10-12,199 West Jackson,Linneus,Missouri,5381,5301,West,2,,,Kansas City
6811,1,Bank of New Cambria,1933-03-18,1934-01-01,2006-11-03,200 S. Main St.,New Cambria,Missouri,32514,29102,West,2,2,0,Kansas City
6812,1,Preferred Bank,1904-01-08,1934-01-01,2013-07-01,205 Main St,Rothville,Missouri,106343,96907,West,5,5,0,Kansas City
6813,1,Bank Star of the BootHeel,1904-01-01,1934-01-01,2006-11-03,101 West Main Street,Steele,Missouri,97928,89135,West,2,2,0,Kansas City
6814,0,Arnold State Bank,1909-01-01,1934-01-01,1990-10-04,122 South Walnut,Arnold,Nebraska,13044,10840,West,1,,,Kansas City
6815,0,State Bank of Burchard,1928-05-28,1934-01-01,1992-09-18,Main Street,Burchard,Nebraska,3918,3592,West,1,,,Kansas City
6816,0,Bank of Millard,1916-11-23,1934-01-01,1990-10-04,13259 Millard Avenue,Omaha,Nebraska,62781,55158,West,1,,,Kansas City
6817,1,Pinnacle Bank,1880-01-01,1934-01-01,2012-12-26,1401 N Street,Lincoln,Nebraska,3870208,3267032,West,71,71,0,Kansas City
6818,1,The Bank of Steinauer,1888-06-28,1934-01-01,2006-11-03,215 Main St,Steinauer,Nebraska,13024,12027,West,1,1,0,Kansas City
6819,0,The Commercial Bank,1905-08-10,1934-01-01,2003-04-14,Main Street,Blue Hill,Nebraska,39957,34007,West,1,,,Kansas City
6820,1,First Central Bank,1907-06-15,1934-01-01,2006-11-03,623 Patterson,Cambridge,Nebraska,86750,75379,West,3,3,0,Kansas City
6821,1,Gothenburg State Bank,1902-05-01,1934-01-01,2010-09-24,900 Lake,Gothenburg,Nebraska,135845,105113,West,2,2,0,Kansas City
6822,0,Northwestern State Bank,1890-01-01,1934-01-01,1999-05-05,Main Street,Hay Springs,Nebraska,,,West,1,,,Kansas City
6823,1,Tri Valley Bank,1884-09-01,1934-01-01,2010-04-12,223 Main Street,Talmage,Nebraska,36948,34061,West,1,1,0,Kansas City
6824,0,United Nebraska Bank,1912-08-26,1934-01-01,1995-01-12,1504 L Street,Ord,Nebraska,57269,52969,West,2,,,Kansas City
6825,1,Security State Bank,1915-02-05,1934-01-01,2006-11-03,624 Main St,Ansley,Nebraska,136496,120736,West,2,2,0,Kansas City
6826,1,State Bank of Odell,1907-01-01,1934-01-01,2006-11-03,111 Main Street,Odell,Nebraska,26637,24222,West,2,2,0,Kansas City
6827,0,Citizens Security Bank,1905-01-01,1934-01-01,1999-05-05,Main Street,Wallace,Nebraska,341,63,West,1,,,Kansas City
6828,0,Community First National Bank,1919-07-14,1934-01-01,2000-09-27,224 Box Butte Avenue,Alliance,Nebraska,279062,226846,West,12,,,Kansas City
6829,1,American Exchange Bank,1889-07-13,1934-01-01,2006-11-03,151 North 4th Street,Elmwood,Nebraska,40772,35267,West,2,2,0,Kansas City
6830,1,Home State Bank,1915-01-01,1934-01-01,2010-05-04,218 Main Street,Louisville,Nebraska,76726,59735,West,1,1,0,Kansas City
6831,1,Farmers State Bank,1927-11-16,1934-01-01,2006-11-03,220 E Nebraska St,Ewing,Nebraska,19061,13447,West,1,1,0,Kansas City
6832,1,The Murray State Bank,1900-09-01,1934-01-01,2006-11-03,102 West Main Street,Murray,Nebraska,47595,38217,West,1,1,0,Kansas City
6833,0,The Firelands Community Bank,1883-01-01,1934-01-01,1995-09-28,357-63 Main Street,Huron,Ohio,46312,41470,Central,3,,,Chicago
6834,0,The Clyde Savings Bank Company,1906-01-01,1934-01-01,2004-08-19,West Buckeye Street,Clyde,Ohio,85894,66838,Central,3,,,Chicago
6835,0,The Continental Bank,1927-01-01,1934-01-01,1990-10-04,1255 Euclid Avenue,Cleveland,Ohio,89431,81205,Central,11,,,Chicago
6836,0,The Medina County Bank,1914-08-31,1934-01-01,1990-10-04,106 Ainsworth Street,Lodi,Ohio,22464,20772,Central,3,,,Chicago
6837,0,Community First Bank & Trust,1870-01-01,1934-01-01,2005-09-14,225 North Main Street,Celina,Ohio,928548,715878,Central,36,,,Chicago
6838,0,The Farmers State Bank of Union City,1916-07-18,1934-01-01,2000-09-14,101 East Elm Street,Union City,Ohio,88982,73714,Central,3,,,Chicago
6839,1,The Andover Bank,1884-11-01,1934-01-01,2006-11-03,19 Public Square,Andover,Ohio,324458,271947,Central,8,8,0,Chicago
6840,0,Society Bank,1922-07-07,1934-01-01,1990-10-04,88 East Broad Street,Columbus,Ohio,688498,579576,Central,21,,,Chicago
6841,0,Oak Hill Banks,1902-12-01,1934-01-01,2004-12-09,120 Twin Oaks Drive,Jackson,Ohio,1008346,796035,Central,31,,,Chicago
6842,1,Citizens Security Bank & Trust Company,1924-01-26,1934-01-01,2008-08-26,14821 South Memorial,Bixby,Oklahoma,718118,643612,West,12,12,0,Dallas
6843,0,Farmers & Merchants Bank,1903-03-07,1934-01-01,1992-03-24,Main Street,Tryon,Oklahoma,4291,4139,West,2,,,Dallas
6844,0,"Bank of Oklahoma, Claremore",1934-01-01,1934-01-01,1991-01-07,511 West Will Rogers Boulevard,Claremore,Oklahoma,52385,49602,West,1,,,Dallas
6845,0,"Bank of Commerce, Jenks, Oklahoma",1927-02-28,1934-01-01,1990-10-04,200 East Main Street,Jenks,Oklahoma,9943,9371,West,2,,,Dallas
6846,1,The Exchange Bank,1930-06-01,1934-01-01,2006-11-03,300 West Rogers,Skiatook,Oklahoma,88033,77615,West,3,3,0,Dallas
6847,0,"Fairview State Bank of Fairview, Okla.",1901-06-21,1934-01-01,1999-05-05,Main Street,Fairview,Oklahoma,24000,23700,West,3,,,Dallas
6848,1,Bank of Hydro,1903-10-01,1934-01-01,2011-11-01,146 West Main Street,Hydro,Oklahoma,121505,97037,West,3,3,0,Dallas
6849,0,"The Bank of Commerce, Wetumka, Oklahoma",1932-10-14,1934-01-01,2008-08-26,Main Street,Wetumka,Oklahoma,39160,34335,West,2,,,Dallas
6850,0,Home State Bank,1907-01-01,1934-01-01,1999-06-18,430 South Main,Hobart,Oklahoma,40544,35698,West,2,,,Dallas
6851,1,"Jonestown Bank and Trust Company, of Jonestown, Pennsylvania",1873-01-01,1934-01-01,2013-03-25,2 West Market Street,Jonestown,Pennsylvania,432000,361391,Northeast,11,11,0,New York
6852,1,The Muncy Bank and Trust Company,1893-11-01,1934-01-01,2006-11-03,2 N Main Street,Muncy,Pennsylvania,353678,308624,Northeast,6,6,0,New York
6853,0,First Laurel Bank,1903-01-01,1934-01-01,1998-12-10,10 North Michael Street,St. Marys,Pennsylvania,108320,92575,Northeast,8,,,New York
6854,0,"The Guarantee Trust and Safe Deposit Company of Shamokin, Pa.",1895-01-01,1934-01-01,1995-10-12,1 East Independence Street,Shamokin,Pennsylvania,36305,33334,Northeast,3,,,New York
6855,0,The County Trust Company,1910-01-01,1934-01-01,1990-10-04,108 East Main Street,Somerset,Pennsylvania,65674,56756,Northeast,2,,,New York
6856,1,Mifflinburg Bank and Trust Company,1872-01-01,1934-01-01,2007-06-06,250 East Chestnut Street,Mifflinburg,Pennsylvania,346968,265722,Northeast,7,7,0,New York
6857,1,The Scottdale Bank & Trust Company,1901-02-25,1934-01-01,2006-11-03,150 Pittsburgh Street,Scottdale,Pennsylvania,258233,212373,Northeast,4,4,0,New York
6858,0,First American National Bank of Milan,1889-01-01,1934-01-01,1995-10-03,450 South Main Street,Milan,Tennessee,51544,46397,Southeast,1,,,Dallas
6859,0,Hohenwald Bank & Trust Co.,1903-09-01,1934-01-01,1990-10-04,30 West Main Street,Hohenwald,Tennessee,27053,24334,Southeast,1,,,Dallas
6860,1,First Bank of Tennessee,1890-01-01,1934-01-01,2006-11-03,369 Front Street,Spring City,Tennessee,240839,211879,Southeast,6,6,0,Dallas
6861,0,The Whiteville Bank,1900-01-01,1934-01-01,1997-11-17,Main Street,Whiteville,Tennessee,61994,57470,Southeast,2,,,Dallas
6862,0,City & County Bank of McMinn County,1920-03-23,1934-01-01,1992-01-23,23 Washington Street,Athens,Tennessee,40048,35606,Southeast,3,,,Dallas
6863,0,Benton Banking Company,1907-01-01,1934-01-01,2008-10-30,219 Ward St,Benton,Tennessee,101658,85655,Southeast,6,,,Dallas
6864,0,Union Planters Bank of the Tennessee Delta,1901-12-05,1934-01-01,1998-01-26,6 North Washington Avenue,Brownsville,Tennessee,92217,73946,Southeast,4,,,Dallas
6865,0,Coalmont Savings Bank,1921-04-12,1934-01-01,1999-05-05,Main Street,Coalmont,Tennessee,25716,24039,Southeast,4,,,Dallas
6866,0,State Bank & Trust Company,1931-12-12,1934-01-01,2007-04-10,218 North Washington Street,Beeville,Texas,75309,68538,West,2,,,Dallas
6867,1,First State Bank,1903-06-03,1934-01-01,2008-02-04,2118 S. Treadaway Blvd.,Abilene,Texas,44590,41278,West,2,2,0,Dallas
6868,0,The Security State Bank,1927-01-01,1934-01-01,1996-07-23,305 East Washington Avenue,Navasota,Texas,27314,24933,West,2,,,Dallas
6869,1,First State Bank,1931-01-01,1934-01-01,2006-11-03,406 West Grand Avenue,Yoakum,Texas,165495,147221,West,2,2,0,Dallas
